,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0, ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, Operating Gross Margin, Realized Sales Gross Margin, Operating Profit Rate, Pre-tax net Interest Rate, After-tax net Interest Rate, Non-industry income and expenditure/revenue, Continuous interest rate (after tax), Operating Expense Rate, Research and development expense rate, Cash flow rate, Interest-bearing debt interest rate, Tax rate (A), Net Value Per Share (B), Net Value Per Share (A), Net Value Per Share (C), Persistent EPS in the Last Four Seasons, Cash Flow Per Share, Revenue Per Share (Yuan ¥), Operating Profit Per Share (Yuan ¥), Per Share Net profit before tax (Yuan ¥), Realized Sales Gross Profit Growth Rate, Operating Profit Growth Rate, After-tax Net Profit Growth Rate, Regular Net Profit Growth Rate, Continuous Net Profit Growth Rate, Total Asset Growth Rate, Net Value Growth Rate, Total Asset Return Growth Rate Ratio, Cash Reinvestment %, Current Ratio, Quick Ratio, Interest Expense Ratio, Total debt/Total net worth, Debt ratio %, Net worth/Assets, Long-term fund suitability ratio (A), Borrowing dependency, Contingent liabilities/Net worth, Operating profit/Paid-in capital, Net profit before tax/Paid-in capital, Inventory and accounts receivable/Net value, Total Asset Turnover, Accounts Receivable Turnover, Average Collection Days, Inventory Turnover Rate (times), Fixed Assets Turnover Frequency, Net Worth Turnover Rate (times), Revenue per person, Operating profit per person, Allocation rate per person, Working Capital to Total Assets, Quick Assets/Total Assets, Current Assets/Total Assets, Cash/Total Assets, Quick Assets/Current Liability, Cash/Current Liability, Current Liability to Assets, Operating Funds to Liability, Inventory/Working Capital, Inventory/Current Liability, Current Liabilities/Liability, Working Capital/Equity, Current Liabilities/Equity, Long-term Liability to Current Assets, Retained Earnings to Total Assets, Total income/Total expense, Total expense/Assets, Current Asset Turnover Rate, Quick Asset Turnover Rate, Working capitcal Turnover Rate, Cash Turnover Rate, Cash Flow to Sales, Fixed Assets to Assets, Current Liability to Liability, Current Liability to Equity, Equity to Long-term Liability, Cash Flow to Total Assets, Cash Flow to Liability, CFO to Assets, Cash Flow to Equity, Current Liability to Current Assets, Liability-Assets Flag, Net Income to Total Assets, Total assets to GNP price, No-credit Interval, Gross Profit to Sales, Net Income to Stockholder's Equity, Liability to Equity, Degree of Financial Leverage (DFL), Interest Coverage Ratio (Interest expense to EBIT), Net Income Flag, Equity to Liability,Bankrupt?
355,806,1077,796,1388,0.499780626919514,0.581661578717837,0.540232346485358,0.611964715547932,0.611964715547932,0.999007218235201,0.797465409004277,0.809370381249082,0.303577458096055,0.781592149987186,0.0002562504704959,594000000.0,0.463180762101272,0.0,0.211154975199919,0.192322278875732,0.192322278875732,0.192322278875732,0.224165642431691,0.323017613355026,0.0791778211352602,0.112368699617295,0.194321006251412,0.0221136565653418,0.84804519246189,0.689599472691519,0.689599472691519,0.217584863081821,8340000000.0,0.0004728106784392,0.264334724261992,0.379810737304869,0.0104342888165716,0.0083201599027807,0.630612594348023,0.0081543694543995,0.139553163829852,0.860446836170149,0.0072270057155814,0.36963718146295,0.0053658477137564,0.112373182210497,0.193333836060629,0.40726906861123,0.286356821589205,0.000925202641697,0.0068321257637148,0.000282597011121,0.0023640554633889,0.0648387096774194,0.0191942188211448,0.394914181045205,0.0011048561849805,0.845084675084904,0.754575338718833,0.817748702341128,0.190093422075995,0.0093377884567601,0.0068691175050284,0.146691842769228,0.346039538603594,0.277112398341295,0.003186440143291,0.999415547981884,0.739302086293659,0.33349766841314,0.0,0.941893984815909,0.0022891385605118,0.0779413954031565,0.0001180974141508,0.0001137340003511,0.593952842990004,7970000000.0,0.671579256471401,0.0599271220125284,0.999415547981884,0.33349766841314,0.110933233663468,0.664413873070764,0.463191382064286,0.588961928826243,0.318354795743803,0.027992916652459,0,0.822961513465956,0.0012249207227522,0.62383639840467,0.611960458931414,0.842407158346467,0.280692707958498,0.0267912252877079,0.56515872281291,1,0.0263349155205705,0
182,779,889,1351,2354,0.480183298396139,0.559419973833406,0.532469618287917,0.600887876735035,0.600880669943355,0.999016808654949,0.797554638604211,0.809468289654727,0.303713051185304,0.781667518598643,6880000000.0,0.0,0.464891841339339,0.0002290229022902,0.0254074299018119,0.207408031688509,0.207408031688509,0.207408031688509,0.225300179635057,0.327933790761831,0.0236096616603899,0.101376109437342,0.184755592377796,0.0220653307903251,0.84800140706183,0.689309434560681,0.689307905310687,0.217603857426129,6280000000.0,0.0004281173800234,0.2637659199167,0.377128273909318,0.0067644094714213,0.0018147518300359,0.630931768057972,0.0083549913823762,0.141336880611906,0.858663119388094,0.0055784573138672,0.3739797755674,0.0073650921322024,0.101364665266175,0.18380212653646,0.401560509255476,0.0614692653673163,0.0012011402716768,0.0052669105999991,3130000000.0,0.0001429780744257,0.0212903225806452,0.0493955906760865,0.401189480111259,0.04078327221297,0.764113529824747,0.194729504611858,0.418736900834234,0.037261890466985,0.0030488269466792,0.001716771636164,0.114948404533314,0.348797853961132,0.279307567758097,0.0099455241122859,0.770444217970757,0.732990323193426,0.331981655160347,0.0078112602536511,0.937402079996983,0.0027374397293975,0.0055472719462807,0.000270748975012,0.0001263755129043,0.593937499547594,6490000000.0,0.671577438094378,0.206830469131476,0.770444217970757,0.331981655160347,0.116856138729362,0.64674723814129,0.459961913538827,0.601906706160196,0.315247260127246,0.0426874853863628,0,0.812441669442565,0.0299487026380434,0.62241768651562,0.600887875181644,0.841502129099209,0.280838139043081,0.0268455094083161,0.565404883277452,1,0.0259545401846893,0
111,74,1275,2306,4671,0.533369083020524,0.578608809419974,0.595374484715456,0.615200565012468,0.615200565012468,0.999187356360355,0.797605547895337,0.809533778920737,0.303445248791566,0.781812641772288,0.0001278939622601,0.0,0.474066245606972,0.0003100310031003,0.0,0.20083435169188,0.20083435169188,0.20083435169188,0.240238252812707,0.333698804555422,0.0233071675968359,0.119778519664522,0.188898094449047,0.0220910897874726,0.848032263887289,0.689459878135511,0.689459878135511,0.217600489281567,9660000000.0,0.0004980894675488,0.264164549191474,0.384896240825603,0.0134264791685517,0.0116340003019388,0.631065327872221,0.0108864753463008,0.161018230190162,0.838981769809838,0.005108547882806,0.38123010716131,0.0053658477137564,0.118887097562167,0.187180453962748,0.398091966619464,0.0689655172413793,0.0006330333864242,0.0099975663594017,0.0002801130617332,5670000000.0,0.0240322580645161,0.0109160877164637,0.400183170891658,0.0287863767276604,0.800946223377153,0.31463366104194,0.330881811589867,0.184340440927245,0.0123674748210124,0.0207884228427323,0.0466797118730343,0.351250848197729,0.277054911882293,0.003088211806897,0.266794484614088,0.736473774479424,0.328881421161396,0.0376284967571961,0.943592915981596,0.0025599055461463,0.0112532885205106,0.0002266266356828,0.0002213285102429,0.594005119095404,0.0003421363805518,0.671645137210358,0.61982256142908,0.266794484614088,0.328881421161396,0.136834101888709,0.69370269435895,0.467328884923145,0.619712706330701,0.324924937762981,0.0218267425568005,0,0.81769230505632,0.0013946414561455,0.623017775340436,0.61519877219994,0.842244630743841,0.282674449604376,0.0269543700069042,0.565832515401304,1,0.0223424392068158,0
319,645,928,1130,2349,0.472042119631453,0.542030091583079,0.52358263290326,0.612036783464737,0.612036783464737,0.99911225066353,0.797459183683351,0.809380666839569,0.303346635635749,0.781629343063603,0.0001522932624743,0.0,0.46194945606133,0.0002690269026902,0.0096163579309646,0.176351607601871,0.176351607601871,0.176351607601871,0.217831143046232,0.319445426893966,0.0117821437754284,0.103493200879407,0.173307223017248,0.0220632921948453,0.848004042185315,0.689212168490341,0.689212312759208,0.217571111760575,6580000000.0,0.0004423912866085,0.263791562735545,0.376252747662159,0.0076442819211172,0.0009806771663171,0.632875234585828,0.0170127394924265,0.192943737340146,0.807056262659854,0.0055553761901969,0.3880319761655,0.0068130301257677,0.103188561564642,0.172174044189729,0.414884053680018,0.0344827586206897,0.0004910066651111,0.0128846326270083,688000000.0,0.0001165006532358,0.0191935483870968,0.129506631611415,0.457407114266977,0.176841478495717,0.785062102452227,0.0797203935097871,0.580913989511712,0.0106765221490969,0.0009630175667916,0.0004005845624608,0.141260654600467,0.341837084156677,0.278975473886677,0.017600022588143,0.697157309073495,0.735989636591639,0.336822304906418,0.0104576541465733,0.933936817905017,0.0022988664694421,0.0100516328008524,0.0007184465012565,9920000000.0,0.594022818679684,3460000000.0,0.671567833412931,0.184086804378946,0.697157309073495,0.336822304906418,0.127267162645946,0.64114464229189,0.459037127365113,0.571957032036603,0.314091455498263,0.0379261537763172,0,0.80000131465746,0.028887597784689,0.62182485614163,0.612038528190731,0.840576513495176,0.287117342994013,0.0276620690065716,0.567434922118838,1,0.0180157471824011,0
53,483,908,3397,1889,0.438941159264856,0.505996511120802,0.490765030247872,0.600462676025887,0.600462676025887,0.998992312643062,0.797335645648093,0.809269348107087,0.303381923676801,0.78152407963978,8660000000.0,0.0,0.463947392701073,0.0005080508050805,0.0,0.168345202477772,0.168345202477772,0.168345202477772,0.205540323343103,0.32153214967815,0.0497905228609889,0.1025160817523,0.162009490095654,0.0220701665284399,0.848018852990978,0.688455420573756,0.688455420573756,0.217484844120992,5800000000.0,0.0004152658732204,0.263479963633821,0.384858984389553,0.0043993622484797,0.0042040607021698,0.630372186682374,0.0077339753235028,0.135622940411766,0.864377059588234,0.0056780120400596,0.372041656694618,0.0053658477137564,0.102545312423665,0.161005957318453,0.395932333274832,0.250374812593703,0.0027451736276668,0.0023029925240268,19100000.0,0.0006006592121378,0.0575806451612903,0.0654965262987824,0.398860270007462,0.0100434297297443,0.724102369207118,0.299913140667476,0.287324596585911,0.188140167406141,0.0045378431285401,0.0083426067219308,0.119453299311983,0.347088953810992,0.276974860487935,0.0,0.834528924003342,0.729902688811358,0.331995788219022,0.0,0.928262888622314,0.0021734986239812,0.0480981378352622,3220000000.0,3990000000.0,0.593903850939635,7860000000.0,0.671589161985651,0.160257750377252,0.834528924003342,0.331995788219022,0.110933233663468,0.695188033004518,0.46906811458987,0.592917409346283,0.323559243520529,0.0643065560165143,0,0.780052147818727,0.00039702634429,0.623629842315731,0.600459247942667,0.838681281205971,0.280388304202089,0.0267280124025142,0.564838176441093,1,0.0271938392594785,0
349,785,715,2360,1585,0.528542875249842,0.584223724378543,0.577065153380802,0.624720736822381,0.624720736822381,0.999139866450516,0.797637781223685,0.809531305171126,0.303600902890453,0.781775869749566,0.0003280607332116,0.0001453362760533,0.488615451716531,0.0003040304030403,0.075716165603806,0.176899414268257,0.176899414268257,0.176899414268257,0.225772903469793,0.325917804343213,0.0120695131358047,0.10528458594577,0.181140317842886,0.0220752077064093,0.848010865272912,0.689345848022789,0.689345848022789,0.217586996793105,634000000.0,0.0004631034237861,0.263734837712039,0.38935769904251,0.0258133359958315,0.0243060710903608,0.630614306653334,0.0011599595108472,0.0331952716389032,0.966804728361097,0.0054856600732795,0.36963718146295,0.0053658477137564,0.105264872082987,0.180159867279994,0.395813097935085,0.0854572713643178,0.0006370912927475,0.0099198606420541,0.0007954370231891,0.0001346565991946,0.0196774193548387,0.0207188284887564,0.404310169376541,0.0196418709782715,0.842302520188076,0.443321265428349,0.433572670236374,0.261332960514272,0.0254242696676811,0.042993204204931,0.0318477545665746,0.409360531268674,0.27698809676611,0.0013550684607348,0.837854226972309,0.736202787483098,0.327125767590372,0.0,0.942189989372679,0.0023797968629608,0.0359490150054397,0.0001998719294505,0.0002108548614527,0.594026936466645,0.0003308262590332,0.671602225464027,0.326736754723388,0.837854226972309,0.327125767590372,0.110933233663468,0.673515065556498,0.480624060305889,0.645746746203547,0.317792795841304,0.0113307206803201,0,0.827487487798394,0.0011905774247722,0.624135298745704,0.624716081842499,0.841693318142243,0.27562058697562,0.0267917364573815,0.565161158682299,1,0.113290182039436,0
242,571,981,3342,3725,0.592356066884415,0.635739206279982,0.630815354141014,0.609896366335635,0.609896366335635,0.999140444186646,0.797645943311121,0.809513728529155,0.303613712932753,0.78178737855057,8960000000.0,1950000000.0,0.472521241706718,0.0003070307030703,0.175321388804535,0.235514727571531,0.235514727571531,0.235514727571531,0.262739907346128,0.331930395416284,0.0486410454194836,0.135982411855712,0.222038111019056,0.0222011739433806,0.848163231877315,0.689684649030779,0.689683927686442,0.21762236397019,0.000115717797093,0.0006695510272446,0.264845249473545,0.383424611601654,0.0185628125965286,0.0158355656423623,0.630648210298489,0.0023399812144922,0.0601324182967016,0.939867581703298,0.0056845470570023,0.369931310293614,0.0053658477137564,0.135961698177732,0.215571977980544,0.397527943270773,0.179910044977511,0.0015115701054041,0.0041824461930602,0.0002298608548874,0.0003525279507005,0.0348387096774194,0.0138948048705257,0.400262318807806,0.0056886949452414,0.842555754524614,0.444333535694803,0.49540636874969,0.250469478523654,0.0160820544651495,0.0261034643053158,0.0505501942606873,0.366490378692655,0.277078743783776,0.0067557649973847,0.769218796817864,0.736702138737281,0.327855864955116,0.0012702523362058,0.951715703621257,0.0027850726647018,0.0151531510547134,0.0001295499013897,0.0001207436162,0.593981031202925,0.0001871136757421,0.671634645356805,0.239107671647427,0.769218796817864,0.327855864955116,0.111681613055983,0.750903599518339,0.50318314780944,0.616968487302955,0.327247147583484,0.0158018523532226,0,0.845207807019365,0.0030132137934296,0.624563416009256,0.609891372762828,0.842914651971876,0.276476226123114,0.0268003811654291,0.565201999377787,1,0.0641628757374874,0
28,521,783,2669,5614,0.492273192609565,0.558384212821631,0.549226403983083,0.601377938569308,0.601147321235532,0.998985841998412,0.797464163940091,0.809392384600883,0.303619755405536,0.781660641388287,0.0001040728445155,1140000000.0,0.464866678409367,0.0002970297029702,0.0,0.176014495807172,0.176014495807172,0.176014495807172,0.223125649995273,0.321779726957629,0.0202217281485851,0.0975490595228402,0.17601867891843,0.0220676064317909,0.848072002490568,0.689909650756234,0.689909650756234,0.217689159420325,6590000000.0,0.0004789494564461,0.264779199788641,0.381980924704743,0.0058527118480129,0.0037835922479092,0.631162244352817,0.0058289789255783,0.115125313662061,0.884874686337939,0.0058920268927904,0.373977538846255,0.0054462805888661,0.0975295976028791,0.174994344317925,0.39916240523135,0.101949025487256,0.0009394053138283,0.0067245332320028,0.0001152170369884,0.0003071380858034,0.0279032258064516,0.0193910374102199,0.393568666470681,0.0076019493843069,0.74938070116955,0.198817471922182,0.28240957488293,0.0169865566380806,0.0040361391390654,0.0010028014568012,0.0896051080291867,0.348348602996857,0.265233992902633,0.0050460853443355,0.732336934828478,0.731838571647436,0.330052434106515,0.0051736979556781,0.936054897114068,0.0024045411597578,0.0138410880677221,0.0001048839453204,7600000000.0,0.593913373703433,18300000.0,0.671569999985736,0.159012093763839,0.732336934828478,0.330052434106515,0.113217661763504,0.640166184947788,0.458667874402481,0.593494805480711,0.314144074418609,0.0490505430359311,0,0.810096937405923,0.0025457710596855,0.623408402610724,0.601378932344825,0.841114424807189,0.279006670173667,0.0269989571168028,0.565986411412863,1,0.0326119757741139,0
91,614,1690,1460,4143,0.451664797933018,0.519952027911034,0.513839070614059,0.601291457069142,0.601291457069142,0.998886702478603,0.79730853091695,0.809277290145311,0.303555221796214,0.781531518255064,0.000205717322659,9860000000.0,0.45895003480872,0.0005120512051205,0.0,0.179343474779824,0.179343474779824,0.179343474779824,0.21026756169046,0.313892622197071,0.0283134443486547,0.0854164970279293,0.161105671461927,0.0219825701350724,0.84788093250997,0.689073439547536,0.689073439547536,0.217555714528292,944000000.0,0.0005638442644922,0.262702131462185,0.371763347118215,0.0135593960705271,0.0099483834422766,0.630044108984808,0.0064718810129583,0.122592738156423,0.877407261843577,0.0052320457987335,0.371445570509279,0.0053658477137564,0.0854299998371521,0.161646934620315,0.403152100082661,0.146926536731634,0.0006533229180404,0.0096910130349206,0.0001024151439897,0.0002284623199819,0.0369354838709677,0.0054639190399953,0.390583659347369,0.0039319630556519,0.84048579438967,0.459145218866116,0.590737188222788,0.159291607667746,0.0101987327671462,0.0102531600605266,0.0821425713537386,0.335998289893664,0.277204806577456,0.009028263266272,0.62993820784403,0.73826330013481,0.329882096687811,0.0043745998493924,0.93159298007298,0.0021966049836067,0.0314074013315424,0.000181486205415,0.0001441840435868,0.593988786864514,0.0001359241562507,0.671593266005051,0.367844805231355,0.62993820784403,0.329882096687811,0.115092243449286,0.674721103081293,0.465843767754473,0.545993965907851,0.319630513024048,0.0216145382602093,0,0.789814644144151,0.0007268876661776,0.623940362078994,0.601291429743099,0.839554927670662,0.279472522679827,0.0267229705923526,0.564810844697626,1,0.0304359357094476,0
61,687,799,766,4686,0.565690050212061,0.617095508068033,0.613255527597837,0.615294253304314,0.615294253304314,0.999210696899983,0.797734619549195,0.809590935556479,0.303621930695738,0.781873834909337,0.0001060386649119,4040000000.0,0.474722159314897,3000000.0,0.150521307824679,0.226623403986347,0.226623403986347,0.226623403986347,0.259809019570767,0.339180872886751,0.0329416035210309,0.13362104063187,0.214506289071326,0.022128116370489,0.848065473501575,0.689493435074047,0.689493435074047,0.217608791840871,7540000000.0,0.0005126628267196,0.264280330403836,0.387709101747327,0.0147500319811795,0.0134680911855089,0.630612594348023,0.0028907795985737,0.0708951839646884,0.929104816035312,0.0063170254627341,0.369669613919563,0.0053658477137564,0.133584119074373,0.211062514139205,0.397864213723318,0.109445277361319,0.0008318707962626,0.0076057673012633,0.0001694817774606,0.0003971613178493,0.0251612903225806,0.0196847964983917,0.408335406254947,0.0064568316186809,0.838717348404583,0.518514448110084,0.54336865655161,0.161145539745229,0.0136123481996431,0.0122323876550409,0.0695804030620967,0.377060025178045,0.277047339504106,0.0032900534655124,0.907881444106484,0.736720416448604,0.328598044911794,0.0,0.948295504948507,0.0027503878599874,0.0156104442634262,0.0002102390542269,0.0002062500043514,0.594005163159953,0.0001711778516469,0.671606842142899,0.134717055181921,0.907881444106484,0.328598044911794,0.110933233663468,0.685002010333298,0.473935704443192,0.650749914135119,0.319741968318654,0.0198814140547303,0,0.843523036743444,0.0098699755907247,0.625105072112825,0.615292960623193,0.842948139377244,0.276875369352641,0.0267912723176639,0.565158947022366,1,0.054351844984244,0
121,186,1320,2073,6319,0.52371666747916,0.5930004361099,0.577011617324268,0.598228570604938,0.598228570604938,0.99899797445713,0.797491417011699,0.809403581572805,0.303641991705377,0.781669483515888,4510000000.0,441000000.0,0.465957072041469,0.0002490249024902,0.0782467861119547,0.209557119379714,0.209557119379714,0.209557119379714,0.250259998109105,0.327863054396265,0.0765763721886958,0.108541649702793,0.200271145590118,0.0220645406370383,0.848002712859629,0.689470150078863,0.689470150078863,0.217601531249441,5630000000.0,0.0004475318893297,0.264114817664017,0.380751462315115,0.0068923341892849,0.0060269224578814,0.630733825564033,0.0054240873982071,0.110076488194213,0.889923511805787,0.0067924688017595,0.373524602814243,0.0053658477137564,0.108546256941391,0.199728527260388,0.398735033620347,0.224887556221889,0.0011666480679293,0.0054180524897851,0.0006502215205171,0.0012731857103627,0.05,0.0888709369446117,0.403021189027837,0.0085097198542922,0.764688834451496,0.337979499267352,0.384219022952478,0.12963640555674,0.0059193024789577,0.0066173608877285,0.103704561606692,0.352858458340523,0.277557417235699,0.0028677027062482,0.887711813352201,0.73284861712118,0.330540453161283,0.0029984951431026,0.949998183260995,0.0026946565410657,0.0137815261913634,5410000000.0,5160000000.0,0.593920812913854,5950000000.0,0.671580220357024,0.0909831178954687,0.887711813352201,0.330540453161283,0.112674791707277,0.665250604257539,0.464390961259588,0.608503471187527,0.317885011403452,0.0419229395645464,0,0.833452405683909,0.0040650569890851,0.623717780508133,0.598230025498694,0.842810878435913,0.278712687514869,0.0268267282526152,0.565322485050307,1,0.034244018787752,0
97,771,927,35,4887,0.470140886267245,0.525894025294374,0.519460356550137,0.595864742933741,0.595994465183989,0.998960652703169,0.79735625837738,0.809285883170274,0.303483920617376,0.781546676188094,4660000000.0,1680000000.0,0.461639113258348,0.0004230423042304,0.0,0.236989591673339,0.236989591673339,0.236989591673339,0.209322114020989,0.318490485958831,0.0649606001482221,0.0951876882989984,0.164193718460496,0.0220274034325618,0.847920082916043,0.689027533193958,0.689027360071317,0.217552960282,6720000000.0,0.0004800474492603,0.26355378386989,0.37425952833352,0.006529152795155,0.0056563612385478,0.627081135874851,0.0067272180122014,0.125404359524745,0.874595640475255,0.0054274289010317,0.373951816553079,0.0058368675051184,0.0951927304704675,0.163396425608928,0.400664234622995,0.140929535232384,0.0007425968571515,0.0085220116387794,0.0002585218093622,0.0002897386375929,0.0367741935483871,0.0182160010575327,0.391929173921892,0.0083446524000601,0.759927145693015,0.352955137753725,0.391583759544507,0.0811619033841426,0.0057515810645019,0.0038612908634422,0.111304169349951,0.341292316708374,0.277749122327587,0.0023638994592471,0.839175726105443,0.732590441123563,0.33127709574985,0.0050867676078111,0.935639871366926,0.0021697782226061,0.013441037368751,0.0001049364322332,9910000000.0,0.593921649722077,6340000000.0,0.671571224084687,0.255747529529227,0.839175726105443,0.33127709574985,0.114210623184661,0.641152480301726,0.458915264543456,0.567188816854136,0.314278606873243,0.044166121338771,0,0.7912073008125,0.01197504113695,0.623553802421157,0.595860792131979,0.839659053640788,0.279658074510739,0.0262454759323483,0.559778385033446,1,0.0296826507617771,0
230,589,242,2331,3351,0.572319992200068,0.64129960750109,0.617003051555223,0.598242984188299,0.598242984188299,0.999019812882822,0.797444104572664,0.809358403093072,0.303513649583468,0.781616430750281,2350000000.0,238000000.0,0.462197730303717,0.0001660166016601,0.146775989472619,0.263495006531541,0.263495006531541,0.263495006531541,0.317954051243264,0.322663931527198,0.446556861321597,0.218467551502321,0.273329818483091,0.0221186977433111,0.848047486430996,0.68957497583785,0.68957497583785,0.217610016319042,7800000000.0,0.0005238174355369,0.264619126434638,0.369965724078835,0.0109341312507605,0.0047935899147459,0.630624922946261,0.0081352191794563,0.139371768902863,0.860628231097137,0.0069958607758856,0.36963718146295,0.0053658477137564,0.218436008924064,0.272264535102933,0.411018953060128,0.764617691154423,0.0041167459649194,0.001536182258333,0.0002369305569912,0.0052531203640872,0.173870967741936,0.234055491091756,0.438117636417087,0.0054249589731477,0.855094153543346,0.428284947411661,0.851997717465474,0.067275779843799,0.0052946473566346,0.0024427459869687,0.145986751089052,0.343080446365163,0.277554094351305,0.014910429388732,0.995787431255973,0.740074770108716,0.333454409309522,0.0,0.953174502151668,0.0025893073354743,0.0285181613073943,3550000000.0,1610000000.0,0.593929981094138,103000000.0,0.671565676787151,0.0660759279218503,0.995787431255973,0.333454409309522,0.110933233663468,0.586973401389497,0.4490604884062,0.575557654366119,0.304710093096312,0.0267345959608752,0,0.855952586493354,0.0067371599468975,0.623646083571807,0.598242479643887,0.845291782812949,0.280678678565346,0.026794502949312,0.565174301053307,1,0.0263725850623266,0
332,834,1248,643,2551,0.561643835616438,0.601995202791103,0.602548316291022,0.609334236584557,0.609334236584557,0.999007449329653,0.797445487977314,0.809354106580591,0.303541928356092,0.78161558864289,0.0002138118772324,0.0,0.463913842127777,0.0,0.23484158315619,0.178753529139101,0.178753529139101,0.178753529139101,0.238063723172922,0.331081559029497,0.103437845032291,0.117824281410309,0.218874745801009,0.0224105645643653,0.849096442037447,0.696495120596077,0.696495120596077,0.218482057152263,0.0001429895366165,0.0010422447245313,0.265706226542649,0.388947878245967,0.0093310161278748,0.0041922077338746,0.630622183257764,0.0089814789483763,0.146718263445899,0.853281736554101,0.0055586297943769,0.36963718146295,0.0053658477137564,0.117787874346573,0.193371540607797,0.405677477784045,0.538230884557721,0.0280807117567691,0.0002254319712061,0.0001285921490767,0.0014055728163125,0.143387096774194,0.012840209743989,0.393941792361095,0.0013435103484074,0.825273273725185,0.362091944968705,0.768285988127609,0.252293452007243,0.0042331337277663,0.0087015408083721,0.153714226163801,0.348225228012569,0.277747737677147,0.0135123343724182,0.99727660742362,0.738032563124095,0.334213093293125,0.0,0.942482173831036,0.0022854901207215,0.0966810646319574,6490000000.0,2850000000.0,0.593933871624306,6760000000.0,0.671587326074176,0.170441194591476,0.99727660742362,0.334213093293125,0.110933233663468,0.715522554103403,0.471879800952424,0.600566899885214,0.327975735143857,0.0312344710145363,0,0.827392289646941,0.0003611749887119,0.62369396504253,0.609334025424456,0.842926348646217,0.281292890076138,0.0267935499871814,0.565169781703131,1,0.0248731081625606,0
40,639,333,1301,2136,0.472822112806513,0.545464457043175,0.528347341934793,0.603943556407559,0.603943556407559,0.999035180663865,0.797424736907562,0.809365303552513,0.303447424081768,0.78162751849759,9960000000.0,0.0,0.547479932563348,0.0008200820082008,0.0,0.172516960937171,0.172516960937171,0.172516960937171,0.218965680249598,0.361816509867723,0.0162288065096723,0.100806123279863,0.172554040822475,0.0220357790574012,0.847969562065063,0.689277897386287,0.689277897386287,0.217579434230093,2440000000.0,0.0004562409686971,0.263845179538585,0.471238031369919,0.0269041282242489,0.0049645221943712,0.634241654223915,0.0026254115029318,0.0658463584968407,0.934153641503159,0.0062932491244954,0.371975673420819,0.0053658477137564,0.100819124855472,0.171555689616168,0.40565470249443,0.0749625187406297,0.000977955423899,0.0064726300823595,1150000000.0,0.0005250094373094,0.0246774193548387,0.0882187917688703,0.413875760385337,0.0300333296523224,0.905406107593538,0.153266542046147,0.727062816093519,0.0176386521258419,0.0055377749346602,0.0018144083892845,0.0512212054277788,0.526595735388943,0.277488709803546,0.0554910398417439,0.714792808390587,0.740169969430389,0.327920410793442,0.0027212648107885,0.935229933570549,0.0023342756732626,0.0173213584170791,0.0002630896182333,5130000000.0,0.594061827789631,1730000000.0,0.67157733798739,0.15108725355113,0.714792808390587,0.327920410793442,0.113333363003129,0.649561869301649,0.461752327819855,0.975197324241793,0.315364365963864,0.0108644835686357,0,0.806527020980692,0.0013574143647321,0.623705536410805,0.603943146149969,0.840672755145681,0.276683305253334,0.0272145119696849,0.566599651458938,1,0.0585845106340897,0
119,319,1390,2751,365,0.476234582947399,0.530909289140864,0.528347341934793,0.598675391689128,0.598675391689128,0.998982837770539,0.797385033194103,0.809307105337987,0.303488029498869,0.781572781517202,6740000000.0,0.0,0.457290958959261,0.0001440144014401,0.922866686911631,0.196494037335131,0.196494037335131,0.196494037335131,0.215278434338659,0.315519558605079,0.0226265559538394,0.0975490595228402,0.170369812457634,0.022094282006751,0.848052721386135,0.689126847882214,0.689126847882214,0.217567129717743,7670000000.0,0.0005087948974876,0.263752709979719,0.373905592191051,0.0200149141500339,0.0094449442099497,0.632322502431473,0.0011955243071704,0.0341022462738459,0.965897753726154,0.005285466086168,0.369717703424196,0.0056948912937506,0.0973830345074666,0.169338662242666,0.397501148812403,0.124437781109445,0.0017834498290607,0.0035445761836245,9360000000.0,0.0001452475676706,0.0248387096774194,0.0196172319081122,0.393387756948056,0.0185042928344892,0.815685913366243,0.181133919378583,0.336679690159074,0.0072739741695561,0.010508556697212,0.0011934343030233,0.031935619771356,0.330534762911796,0.277318071883519,0.02488649524725,0.820039594324786,0.7349696019814,0.327131703934006,0.0,0.932018036030498,0.0022310025351512,0.0129938246032219,0.0001087856263653,5840000000.0,0.593973495003374,68000000.0,0.671572472235438,0.440034932841058,0.820039594324786,0.327131703934006,0.110933233663468,0.64317116822333,0.459439596560338,0.552291142032996,0.314591822393015,0.0146509242581159,0,0.796024101706637,0.0018277468830542,0.624398076191043,0.598674254597417,0.840044203509162,0.275646499316727,0.0268657054952844,0.565490436436318,1,0.110523468786142,0
